natemis,province,name,region
200300384,EC,MTHETHO SP SCHOOL,IDUTYWA
200300386,EC,MTHWA JS SCHOOL,NQAMAKWE
200300387,EC,MTINTSILANA JS SCHOOL,BUTTERWORTH
200300388,EC,MTOMBOTI JS SCHOOL,IDUTYWA
200300856,EC,MTSHAZI SP SCHOOL,IDUTYWA
200300392,EC,MTSHOTSHISA JS SCHOOL,IDUTYWA
200400680,EC,MTSOTSO JS SCHOOL,ELLIOTDALE
200300715,EC,MTUNZI PJ SCHOOL,KENTANE
200300393,EC,MTWAKU JS SCHOOL,NQAMAKWE
200300395,EC,MUNYU JS SCHOOL,IDUTYWA
200300397,EC,MVUMELWANO JP SCHOOL,KENTANI
200300398,EC,MWELI'S JS SCHOOL,NQAMAKWE
200400688,EC,MWEZENI SP SCHOOL,ELLIOTDALE
200300399,EC,MXAKA SP SCHOOL,NQAMAKWE
200300401,EC,MZAMOMHLE JP SCHOOL,BUTTERWORTH
200300164,EC,MZAMOMHLE SENIOR SECONDARY SCHOOL,
200300402,EC,MZANTSI SP SCHOOL,BUTTERWORTH
200300403,EC,MZAZI SP SCHOOL,BUTTERWORTH
200300404,EC,MZIMKULU JS SCHOOL,DUTYWA
200300405,EC,MZINJANE SP SCHOOL,BUTTERWORTH
200300406,EC,MZITENI JS SCHOOL,BUTTERWORTH
200300407,EC,MZOMTSHA JP SCHOOL,IDUTYWA
200300408,EC,NAKAZANA JS SCHOOL,WILLOWVALE
200300409,EC,NAKI JS SCHOOL,DUTYWA
200300411,EC,NCAPAI JS SCHOOL,BUTTERWORTH
200300412,EC,NCEDANA JS SCHOOL,WILLOWVALE
200300778,EC,NCEDISIZWE SS SCHOOL,KENTANI
200300413,EC,NCENJANA JP SCHOOL,BUTTERWORTH
200400709,EC,NCIHANA JS SCHOOL,ELLIOTDALE
200300415,EC,NCINCINIKWE JS SCHOOL,NQAMAKWE
200300416,EC,NCISININDE JS SCHOOL,NQAMAKWE
200300418,EC,NDABAKAZI JS SCHOOL,BUTTERWORTH
200300419,EC,NDABANKULU JS SCHOOL,IDUTYWA
200300420,EC,NDABANKULU SS SCHOOL,BUTTERWORTH
200300421,EC,NDAKANA JS SCHOOL,NQAMAKWE
200400715,EC,NDALATA SP SCHOOL,ELLIOTDALE
200300423,EC,NDENXA JS SCHOOL,NQAMAKWE
200300424,EC,NDESI JS SCHOOL,IDUTYWA
200300425,EC,NDEVUZIBOMVU JS SCHOOL,KENTANE
200300427,EC,NDOQA JS SCHOOL,KENTANE
200300428,EC,NDOTSHANGA SP SCHOOL,BUTTERWORTH
200300429,EC,NDUKU JS SCHOOL,WILLOWVALE
200300747,EC,NEW HORIZON JUNIOR SECONDARY SCHOOL,
200300430,EC,NGADLA JS SCHOOL,WILLOWVALE
200400734,EC,NGANGOLWANDLE SS SCHOOL,ELLIOTDALE
200300433,EC,NGCINGWANE TECH.SS SCHOOL,IDUTYWA
200300435,EC,NGOMA JS SCHOOL,IDUTYWA
200300437,EC,NGONYAMA JS SCHOOL,DUTYWA
200400753,EC,NGQAKAYI JS SCHOOL,ELLIOTDALE
200300438,EC,NGQANDA JS SCHOOL,BUTTERWORTH
200300439,EC,NGQAQINI JS SCHOOL,WILLOWVALE
200400754,EC,NGQATYANA JS SCHOOL,ELLIOTDALE
200300440,EC,NGQEZA JS SCHOOL,WILLOWVALE
200300508,EC,NGQUSI JS SCHOOL,KENTANE
200400765,EC,NGQWANGELE JS & TECHNICAL SCHOOL,ELLIOTDALE
200300441,EC,NGQWARA JS SCHOOL,BUTTERWORTH
200400769,EC,NGUBENYATI SP SCHOOL,ELLIOTDALE
200400770,EC,NGUBERHAMBA SP SCHOOL,ELLIOTDALE
200300443,EC,NGUBESIZWE SS SCHOOL,BUTTERWORTH
200300444,EC,NGUBETOLE BAM JS SCHOOL,IDUTYWA
200300445,EC,NGUBEZULU JS SCHOOL,BUTTERWORTH
200300777,EC,NGUNDUZA JS SCHOOL,BUTTERWORTH
200300447,EC,NGUNIKAZI SP SCHOOL,NQAMAKWE
200300448,EC,NGWANE JS SCHOOL,WILLOWVALE
200300449,EC,NGWENZE SS SCHOOL,IDUTYWA
200300450,EC,NGWEYESIZWE JP SCHOOL,KENTANE
200300781,EC,NGXUTYANA JS SCHOOL,WILLOWVALE
200300452,EC,NIMROD JS SCHOOL,IDUTYWA
200300453,EC,NJEMANE JS SCHOOL,IDUTYWA
200300454,EC,NJINGINI PJS SCHOOL,KENTANI
200400786,EC,NJUQWANA SP SCHOOL,ELLIOTDALE
200300455,EC,NKANGA JS SCHOOL,WILLOWVALE
200300457,EC,NKELEKETE JS SCHOOL,WILLOWVALE
200300458,EC,NKENTE JS SCHOOL,KENTANE
200400794,EC,NKINTSHANA SP SCHOOL,ELLIOTDALE
200300459,EC,NKONJANE JS SCHOOL,IDUTYWA
200300460,EC,NKONKWANA JS SCHOOL,WILLOWVALE
200300462,EC,NKQUBELA SP SCHOOL,NQAMAKWE
200300463,EC,NKULULEKO SP SCHOOL,BUTTERWORTH
200300466,EC,NOBANDA JS SCHOOL,NQAMAKWE
200400808,EC,NOBANGILE SS SCHOOL,ELLIOTDALE
200300464,EC,NO-HOLLAND SP SCHOOL,IDUTYWA
200300469,EC,NOKATANA JS SCHOOL,DUTYWA
200300471,EC,NOKHANYO JP SCHOOL,DUTYWA
200300472,EC,NOLITA COMPREHENSIVE TECH HIGH SCHOOL,BUTTERWORTH
200300473,EC,NOLITA SP SCHOOL,NGQAMAKWE
200300475,EC,NOMAHEYA JS SCHOOL,NQAMAKWE
200300434,EC,NOMAHEYA SS SCHOOL,NQAMKWE
200300476,EC,NOMAWAKA JS SCHOOL,WILLOWVALE
200300477,EC,NOMBULELO JP SCHOOL,IDUTYWA
200300480,EC,NOMPUCUKO SENIOR PRIMARY SCHOOL,
200300511,EC,NOMPUMELELO JS,BUTTERWORTH
200300481,EC,NOMPUMELELO JS SCHOOL,IDUTYWA
200300482,EC,NOMTANDAZO JS SCHOOL,WILLOWVALE
200300484,EC,NOMZAMO SENIOR PRIMARY SCHOOL,
200300486,EC,NONCEBA JP SCHOOL,IDUTYWA
200300502,EC,NONCEDO JP SCHOOL,IDUTYWA
200300487,EC,NONDOBO JS SCHOOL,IDUTYWA
200300488,EC,NONDWE SS SCHOOL,IDUTYWA
200300490,EC,NONKQUBELA SP SCHOOL,DUTYWA
200300491,EC,NONKQUBELA SP SCHOOL,BUTTERWORTH
200300492,EC,NONTLOKO JS SCHOOL,NQAMAKWE
200300493,EC,NONTUTHUZELOCOMBINED SCHOOL,IDUTYWA
200300813,EC,NONYEMBEZI JS SCHOOL,BUTTERWORTH
200400807,EC,NO-OFISI SP SCHOOL,ELLIOTDALE
200300494,EC,NOSAPHO JP SCHOOL,IDUTYWA
200300720,EC,NOTINARA SP SCHOOL,DUTYWA
200400837,EC,NOWONGA JS SCHOOL,ELLIOTDALE
200300495,EC,NOXHAKAZA JS SCHOOL,NGQAMAKWE
200300496,EC,NOZIZWE JS SCHOOL,WILLOWVALE
200300497,EC,NOZULU SP SCHOOL,BUTTERWORTH
200300498,EC,NQABANE JS SCHOOL,IDUTYWA
200300499,EC,NQABANE SS SCHOOL,IDUTYWA
200300500,EC,NQABARA JS SCHOOL,WILLOWVALE
200300503,EC,NQABARA SS SCHOOL,WILLOWVALE
200300832,EC,NQABISILE HIGH SCHOOL,IDUTYWA
200300504,EC,NQADU JS SCHOOL,WILLOWVALE
200300505,EC,NQAMAKWE JS SCHOOL,NQAMAKWE
200400842,EC,NQAYIYA JS SCHOOL,ELLIOTDALE
200300507,EC,NQUBA JS SCHOOL,WILLOWVALE
200300509,EC,NQUTU JS SCHOOL,BUTTERWORTH
200400853,EC,NTABEZULU P SCHOOL,ELLIOTDALE
200300510,EC,NTABITSOLO SP SCHOOL,BUTTERWORTH
200300512,EC,NTLABANE JS SCHOOL,IDUTYWA
200300733,EC,NTLAHLANE JS SCHOOL,WILLOWVALE
200300513,EC,NTLEBI JS SCHOOL,NGQAMAKWE
200300515,EC,NTSESHE JS SCHOOL,NGQAMAKWE
200300835,EC,NTSHINGENI JS SCHOOL,IDUTYWA
200300517,EC,NTSIMBAKAZI JS SCHOOL,IDUTYWA
200400878,EC,NTSINGIZI JS SCHOOL,MQANDULI
200300520,EC,NTUBENI JS SCHOOL,WILLOWVALE
200300521,EC,NTWASHU JS SCHOOL,NQAMAKWE
200300791,EC,NXAXO JS SCHOOL,KENTANE
200300522,EC,NYAKATA JS SCHOOL,IDUTYWA
200400894,EC,NYANGILIZWE JS SCHOOL,ELLIOTDALE
200300524,EC,NYIDLANA JS SCHOOL,NQAMAKWE
200300525,EC,NYILI JS SCHOOL,NQAMAKWE
200300526,EC,NYITYABA JS SCHOOL,BUTTERWORTH
200300527,EC,NYOKANA JS SCHOOL,WILLOWVALE
200300528,EC,NYUKILE JS SCHOOL,KENTANE
200300529,EC,NYULULA JS SCHOOL,NQAMAKWE
200300530,EC,NYUMAGA JS SCHOOL,KENTANI
200300531,EC,NZANZANA JS SCHOOL,CENTANE
200300533,EC,PAKAMANI SS SCHOOL,BUTTERWORTH
200300534,EC,PAKAMILE SP SCHOOL,IDUTYWA
200300536,EC,PATRICIA NOAH JS SCHOOL,KENTANE
200300537,EC,PETER QONGO JS SCHOOL,NQAMAKWE
200400914,EC,PEWULA SP SCHOOL,ELLIOTDALE
200300538,EC,PHATHILIZWE JS SCHOOL,WILLOWVALE
200300820,EC,PIET MLANDU'S JS SCHOOL,NGQAMAKHWE
200400917,EC,POKOLOSHE P SCHOOL,ELLIOTDALE
200300540,EC,PONANA LUBISI JS SCHOOL,KENTANE
200400921,EC,PONGOMA P SCHOOL,ELLIOTDALE
200400929,EC,PUMLANI JS SCHOOL,DUTYWA
200300541,EC,PUMLANI SP SCHOOL,KENTANI
200400930,EC,PUTUMA JS SCHOOL,ELLIOTDALE
200300542,EC,QAKAZANA JS SCHOOL,IDUTYWA
200400932,EC,QAMATA JP SCHOOL,ELLIOTDALE
200400939,EC,QATYWA PJS SCHOOL,ELLIOTDALE
200300544,EC,QEQE JS SCHOOL,NQAMAKWE
200300545,EC,QHAMILE JP SCHOOL,BUTTERWORTH
200300546,EC,QIMA JS SCHOOL,NQAMAKWE
200300547,EC,QINA JS SCHOOL,BUTTERWORTH
200400946,EC,QINGANA SP SCHOOL,ELLIOTDALE
200300548,EC,QOBO-QOBO JP SCHOOL,BUTTERWORTH
200300549,EC,QOLIWE JS SCHOOL,IDUTYWA
200300735,EC,QOLORA BY SEA JS SCHOOL,KENTANI
200300550,EC,QOLORA FENI JS SCHOOL,KENTANI
200300551,EC,QOMBOLO JS SCHOOL,CENTANE
200300790,EC,QOMBOLO SS SCHOOL,KENTANI
200300750,EC,QORA JS SCHOOL,IDUTYWA
200400954,EC,QOTONGO JS SCHOOL,ELLIOTDALE
200300552,EC,QUMBULWANA SP SCHOOL,KENTANE
200300553,EC,QWANINGA JS SCHOOL,WILLOWVALE
200300555,EC,RAMRA JS SCHOOL,WILLOWVALE
200300556,EC,REVE JS SCHOOL,CENTANE
200400967,EC,RIVERVIEW P SCHOOL,ELLIOTDALE
200300096,EC,ROBY'S PRIMARY SCHOOL,BUTTERWORTH
200300557,EC,S.W.MBANGA JS SCHOOL,BUTTERWORTH
200300713,EC,SALAKUPHATHWA JS SCHOOL,BUTTERWORTH
200300559,EC,SAMARIA PRIMARY SCHOOL,
200400983,EC,SARILI SP SCHOOL,ELLIOTDALE
200300561,EC,SAUTANA JS SCHOOL,BUTTERWORTH
200400984,EC,SEA VIEW JS SCHOOL,MTHATHA
200400985,EC,SEA VIEW SS SCHOOL,MQANDULI
200300562,EC,SEKU SP SCHOOL,BUTTERWORTH
200300563,EC,SEZELA JS SCHOOL,KENTANE
200400990,EC,SHINIRA JS SCHOOL,ELLIOTDALE
200300564,EC,SHIXINI JS SCHOOL,WILLOWVALE
200400991,EC,SHOLORA JS SCHOOL,ELLIOTDALE
200300565,EC,SICAM SP SCHOOL,WILLOWVALE
200300566,EC,SIHLABENI JS SCHOOL,NQAMAKWE
200300567,EC,SIJADU JS SCHOOL,IDUTYWA
200300570,EC,SIQITHINI JS SCHOOL,NQAMAKWE
200401003,EC,SIRUNU JS SCHOOL,ELLIOTDALE
200300571,EC,SISEKO JS SCHOOL,IDUTYWA
200300815,EC,SISEKO JS SCHOOL,KENTANE
200300572,EC,SITUNZI JS SCHOOL,KENTANE
200300573,EC,SIVANXA JS SCHOOL,NQAMAKWE
200300574,EC,SIYABULELA SS SCHOOL,NQAMAKHWE
200300575,EC,SIYANDA SP SCHOOL,BUTTERWORTH
200300839,EC,SIYIBANE SP SCHOOL,IDUTYWA
200300576,EC,SIZINI PJS SCHOOL,IDUTYWA
200300577,EC,SOBEKWA JS SCHOOL,NQAMAKWE
200300578,EC,SOGA JS SCHOOL,KENTANI
200300579,EC,SOKAPASE JS SCHOOL,NQAMAKWE
200300580,EC,SOMANA SP SCHOOL,KENTANE
200300581,EC,SOPAKAMA JS SCHOOL,BUTTERWORTH
200300823,EC,SOPHAKAMA SS SCHOOL,NQAMAKWE
200300582,EC,T.S.MATSILIZA JS SCHOOL,DUTYWA
200300583,EC,TALA JS SCHOOL,KENTANE
200300584,EC,TALENI JS SCHOOL,IDUTYWA
200300585,EC,TAMSANQA SP SCHOOL,IDUTYWA
200300586,EC,TANDA JS SCHOOL,NQAMAKWE
200300587,EC,TANGA SS SCHOOL,BUTTERWORTH
200300588,EC,TEKO FIHLA JS SCHOOL,KENTANI
200300589,EC,TEKO JS SCHOOL,KENTANE
200300718,EC,TEKO SPRINGS JS SCHOOL,BUTTERWORTH
200300590,EC,TEMBANI JS SCHOOL,BUTTERWORTH
200300592,EC,TEMBISA JS SCHOOL,WILLOWVALE
200300593,EC,THE SPRINGS JS SCHOOL,BUTTERWORTH
200300594,EC,THEMBELIHLE JS SCHOOL,BUTTERWORTH
200300595,EC,THOMPSON JS SCHOOL,IDUTYWA
200300596,EC,THORNVILLE JS SCHOOL,IDUTYWA
200300624,EC,THUBELIHLE SENIOR SECONDARY SCHOOL,DUTYWA
200300598,EC,TIMANE SP SCHOOL,IDUTYWA
200300599,EC,TIYO SOGA SP SCHOOL,BUTTERWORTH
200300601,EC,TOBOTSHANA JS SCHOOL,BUTTERWORTH
200300602,EC,TOBOYI JS SCHOOL,NQAMAKWE
200300604,EC,TOLENI JS SCHOOL,BUTTERWORTH
200401061,EC,TONGANI JS SCHOOL,ELLIOTDALE
200300606,EC,TONGWANE JS SCHOOL,BUTTERWORTH
200300607,EC,TSHAWE SP SCHOOL,CENTANE
200300608,EC,TSHAZIBANA JS SCHOOL,IDUTYWA
200300609,EC,TSHONGWENI JS SCHOOL,KENTANI
200300716,EC,TSHWATI JS SCHOOL,IDUTYWA
200300613,EC,TSWELELITYE JS SCHOOL,IDUTYWA
200401077,EC,TWALIKULU SP SCHOOL,ELLIOTDALE
200300614,EC,TYALI HIGH SCHOOL,KENTANI
200300714,EC,TYEKELEBENDE JS SCHOOL,IDUTYWA
200300615,EC,TYHOLOMI JS SCHOOL,IDUTYWA
200300737,EC,TYINIRA JS SCHOOL,NQAMAKWE
200300616,EC,TYWAKA JS SCHOOL,WILLOWVALE
200300514,EC,UKHOZI JS SCHOOL,IDUTYWA
200300617,EC,UPPER BAWA JP SCHOOL,BUTTERWORTH
200300618,EC,UPPER BOLOTWA JS SCHOOL,IDUTYWA
200300619,EC,UPPER CEGCUWANA JS SCHOOL,NQAMAKWE
200300620,EC,UPPER CERU SP SCHOOL,NDABAKAZI
200300621,EC,UPPER CIKO SP SCHOOL,WILLOWVALE
200300622,EC,UPPER COLOSA JS SCHOOL,IDUTYWA
200300623,EC,UPPER DADAMBA JS SCHOOL,WILLOWVALE
200300625,EC,UPPER FALAKAHLA JS SCHOOL,IDUTYWA
200300844,EC,UPPER GWADU JS SCHOOL,WILLOWVALE
200300627,EC,UPPER GWADU SS SCHOOL,WILLOWVALE
200300629,EC,UPPER MGOMANZI JS SCHOOL,BUTTERWORTH
200300630,EC,UPPER MTWAKU JS SCHOOL,NQAMAKWE
200300631,EC,UPPER NGCULU JS SCHOOL,NQAMAKWE
200300632,EC,UPPER NGXUTYANA JS SCHOOL,WILLOWVALE
200300633,EC,UPPER NOFOTYO JS SCHOOL,NQAMAKWE
200300636,EC,UPPER NYWARA JS SCHOOL,IDUTYWA
200300638,EC,UPPER QORA JS SCHOOL,IDUTYWA
200300640,EC,UPPER TOBOTSHANA JP SCHOOL,BUTTERWORTH
200601165,EC,VALLEY DAWN SCHOOL,Willowvale
200300642,EC,VELDMAN'S JS SCHOOL,BUTTERWORTH
200300643,EC,VININDWA JS SCHOOL,IDUTYWA
200300644,EC,VUKANI JS SCHOOL,BUTTERWORTH
200300645,EC,VUKUKHANYE JS SCHOOL,BUTTERWORTH
200300646,EC,VULI VALLEY SS SCHOOL,BUTTERWORTH
200401125,EC,VULINDABA JS SCHOOL,ELLIOTDALE
200300647,EC,VULINDLELA JS SCHOOL,BUTTERWORTH
200300648,EC,VULINDLELA SP SCHOOL,IDUTYWA
200300719,EC,VULINGCOBO SS SCHOOL,IDUTYWA
200300649,EC,VULITHUBA JS SCHOOL,IDUTYWA
200300650,EC,VULUHLANGA SS SCHOOL,BUTTERWORTH
200300651,EC,VUSANI JS SCHOOL,KENTANE
200401137,EC,VUYISILE P SCHOOL,ELLIOTDALE
200300786,EC,VUYO JP SCHOOL,KENTANI
200300725,EC,VUYOLWETHU JP SCHOOL,KENTANI
200300653,EC,WEZA JS SCHOOL,WILLOWVALE
200300654,EC,WILI JS SCHOOL,KENTANI
200300655,EC,WILLOWVALE JS SCHOOL,WILLOWVALE
200300764,EC,WILLOWVALE SS SCHOOL,WILLOWVALE
200300658,EC,WONGALETHU JS SCHOOL,BUTTERWORTH
200300659,EC,XABAJIYANA COMBINED SCHOOL,IDUTYWA
200300660,EC,XAXASHIMBA JS SCHOOL,NDABAKAZI
200300661,EC,XEGOLENTAKA SP SCHOOL,IDUTYWA
200300662,EC,XILINXA JS SCHOOL,NQAMAKWE
200300663,EC,XILINXA SS SCHOOL,NQAMAKWE
200300664,EC,XOBANI JS SCHOOL,KENTANI
200300665,EC,XOBO JS SCHOOL,IDUTYWA
200300666,EC,XOLILIZWE SS SCHOOL,IDUTYWA
200300668,EC,XONYENI JS SCHOOL,WILLOWVALE
200401153,EC,XORA MOUTH JS SCHOOL,ELLIOTDALE
200401154,EC,XUBA JS SCHOOL,ELLIOTDALE
200300669,EC,XUME JS SCHOOL,TSOMO
200300671,EC,ZAKHELE SP SCHOOL,NQAMAKWE
200300672,EC,ZALU JS SCHOOL,BUTTERWORTH
200300673,EC,ZAMUXOLO JS SCHOOL,IDUTYWA
200300675,EC,ZANENQABA JS SCHOOL,WILLOWVALE
200300676,EC,ZANEWONGA JS SCHOOL,WILLOWVALE
200300677,EC,ZANEWONGA SS SCHOOL,KENTANE
200401174,EC,ZANGQOLWANE JS SCHOOL,ELLIOTDALE
200300679,EC,ZANOHLANGA P SCHOOL,IDUTYWA
200300680,EC,ZANOKHANYO JS SCHOOL,BUTTERWORTH
200300681,EC,ZANOZUKO JP SCHOOL,WILLOWVALE
200300682,EC,ZAZINI SP SCHOOL,BUTTERWORTH
200300683,EC,ZAZULWANA SS SCHOOL,BUTTERWORTH
200300684,EC,ZENZELE JS SCHOOL,IDUTYWA
200300685,EC,ZENZELE SP SCHOOL,NQAMAKWE
200300686,EC,ZIBHITYOLO JP SCHOOL,NDABAKAZI
200300687,EC,ZIDLEKAYA JS SCHOOL,NQAMAKWE
200300688,EC,ZIKHOVANA JS SCHOOL,WILLOWVALE
200401185,EC,ZIKO-LOKOTA JS SCHOOL,ELLIOTDALE
200300690,EC,ZINGQAYI JS SCHOOL,BUTTERWORTH
200300691,EC,ZIQORANA SP SCHOOL,WILLOWVALE
200300692,EC,ZITULELE JS SCHOOL,NQAMAKWE
200300693,EC,ZIVUKELE SP SCHOOL,NQAMAKWE
200300694,EC,ZIWUNDWANA JS SCHOOL,IDUTYWA
200300696,EC,ZIZAMELE SENIOR PRIMARY SCHOOL,
200300695,EC,ZIZAMELE SP SCHOOL,BUTTERWORTH
200300697,EC,ZONWABELE JP SCHOOL,WILLOWVALE
200300700,EC,ZWELAKHE JP SCHOOL,WILLOWVALE
200300699,EC,ZWELAKHE JS SCHOOL,IDUTYWA
200300701,EC,ZWELANDILE JS SCHOOL,GATYANA
200300702,EC,ZWELANDILE SS SCHOOL,BUTTERWORTH
200401206,EC,ZWELEBANGO SP SCHOOL,ELLIOTDALE
200401208,EC,ZWELENQABA S SCHOOL,ELLIOTDALE
200300703,EC,ZWELIDUMILE SS SCHOOL,WILLOWVALE
200300705,EC,ZWELILUNGILE JS SCHOOL,WILLOWVALE
200300706,EC,ZWELINZIMA SP SCHOOL,WILLOWVALE
200300707,EC,ZWELITHOBILE JS SCHOOL,WILLOWVALE
200300709,EC,ZWELIWELILE SS SCHOOL,IDUTYWA
200200001,EC,A.M.S.SITYANA SS SCHOOL,KING WILLIAMS TOWN
200200002,EC,A.M.TAPA S SCHOOL,MIDDLEDRIFT
200100012,EC,ADELAIDE GYMNASIUM,ADELAIDE
200100013,EC,ADELAIDE P SCHOOL,ADELAIDE
200100014,EC,ADELAIDE P SCHOOL,ADELAIDE
200200005,EC,ALFRED GIBA SENIOR SECONDARY SCHOOL,
200200453,EC,ALICE CHRIST THE KING PRIMARY SCHOOL,
200200006,EC,ALICE P SCHOOL,ALICE
200200007,EC,ALICE P SCHOOL,ALICE
200200008,EC,ALIPI NGXOWENI P SCHOOL,DEBENEK
200200010,EC,AMABHELE HIGH SCHOOL,ALICE
200100030,EC,AMAJINGQI PUBLIC SCHOOL,ADELAIDE
200200013,EC,AMAKHUZE L/HP SCHOOL,ALICE
200200016,EC,AMATHOLE BASIN P SCHOOL,MIDDLEDRIFT
200200017,EC,AMAZIZI SS SCHOOL,PEDDIE
200200019,EC,ANNSHAW P SCHOOL,MIDDLEDRIFT
200200025,EC,AUCKLAND L/HP SCHOOL,ALICE
200200026,EC,AYABULELA L/HP SCHOOL,PEDDIE
200200027,EC,AYLIFF P SCHOOL,PEDDIE
200200030,EC,BALFOUR HP SCHOOL,BALFOUR
200200031,EC,BALFOUR P SCHOOL,FORT BEAUFORT
200200032,EC,BALURA L/HP SCHOOL,ALICE
200200033,EC,BANZI PRIMARY SCHOOL,
200200036,EC,BEBULE L/HP SCHOOL,KING WILLIAMS TOWN
200601188,EC,BEDFORD COUNTRY SCHOOL,
200100053,EC,BEDFORD P SCHOOL,BEDFORD
200100055,EC,BELMONT FARM SCHOOL,BEDFORD
200601174,EC,BEN COX INDEPENDENT SCHOOL,
200200039,EC,BHELE PUBLIC SCHOOL,KING WILLIAMS TOWN
200200040,EC,BHONGWELIHLE JP SCHOOL,MIDDLEDRIFT
200200041,EC,BILL GANTO JUNIOR PRIMARY SCHOOL,
200200042,EC,BINFIELD PARK L/HP SCHOOL,ALICE
200200043,EC,BINGQALA PUBLIC P SCHOOL,PEDDIE
200200050,EC,BODIAM L/HP SCHOOL,PEDDIE
200200051,EC,BOLO FARM SCHOOL,STTUTTERHEIM
200200052,EC,BOMVANA PUBLIC SCHOOL,
200200054,EC,BONGWENI P SCHOOL,PEDDIE
200100084,EC,BOUNDARY HILL P SCHOOL,FORT BEAUFORT
200200062,EC,BUHLE L/HP SCHOOL,BALFOUR
200200069,EC,BURNSHILL J/SP SCHOOL,KEISKAMMAHOEK
200200070,EC,BUTHISIZWE L/HP SCHOOL,SEYMOUR
200200071,EC,BUXTON P SCHOOL,BALFOUR
200300040,EC,CABA SECONDARY SCHOOL,
200200073,EC,CAESAR MLUMBI P SCHOOL,ALICE
200200074,EC,CALDERWOOD P SCHOOL,ALICE
200600094,EC,CATHCART (RC) P SCHOOL,CATHCART
200600095,EC,CATHCART HIGH SCHOOL,CATHCART
200200080,EC,CELETYUMA P SCHOOL,PEDDIE
200200082,EC,CENYU PUBLIC  SCHOOL,KING WILLIAMS TOWN
200201037,EC,CHARISMA LEARNING CENTRE,
200200085,EC,CILDARA L/HP SCHOOL,MIDDLEDRIFT
200200087,EC,CISIRA COMBINED P SCHOOL,PEDDIE
200100140,EC,COWIE BUSH P SCHOOL,BEDFORD
200200094,EC,CRAB BUSH P SCHOOL,HOGSBACK
200200097,EC,CUMMING MEMORIAL P SCHOOL,STUTTERHEIM
200200099,EC,CWARU L/HP SCHOOL,MIDDLEDRIFT
200200971,EC,CWENGCWANA P SCHOOL,STUTTERHEIM
200600122,EC,D.G.COSSIE PUBLIC P SCHOOL,CATHCART
200600126,EC,DALIWE SP SCHOOL,CATHCART
200200106,EC,DALUBUHLE S SCHOOL,ALICE
200100148,EC,DALUXOLO P SCHOOL,FORT BEAUFORT
200200108,EC,DAM DAM L/HP SCHOOL,PEDDIE
200200109,EC,DANIEL MPENDU P SCHOOL,KING WILLIAMS TOWN
200200110,EC,DANINGE L/H  P SCHOOL,WESLEY
200200112,EC,DAVIDSON PREPARATORY SCHOOL,ALICE
200200113,EC,DAWUWA L/HP SCHOOL,MIDDLEDRIFT
200200115,EC,DEBE MARELA P SCHOOL,KING WILLIAMS TOWN
200200114,EC,DEBE P SCHOOL,KING WILLIAMS TOWN
200200116,EC,DEBE VALLEY L/HP SCHOOL,KING WILLIAMS TOWN
200200118,EC,DIKENI JP SCHOOL,ALICE
200200119,EC,DIKIDIKANA P SCHOOL,DEBENEK
200200120,EC,DILIZINTABA SS SCHOOL,MIDDLEDRIFT
200200124,EC,DISH P SCHOOL,ALICE
200200126,EC,DONDASHE SS SCHOOL,KING WILLIAMS TOWN
200200128,EC,DOUGLAS ROSS P SCHOOL,KEISKAMMAHOEK
200200131,EC,DUBE L/HP SCHOOL,KING WILLIAMS TOWN
200200133,EC,DUMANI L/HP SCHOOL,KEISKAMMAHOEK
200600148,EC,DUNSKYE PRIMARY SCHOOL,
200200143,EC,EENSAAMDAL JUNIOR PRIMARY SCHOOL,
200200145,EC,EKUKHANYENI SENIOR PRIMARY SCHOOL,
200100192,EC,ELANDSDRIFT (PRES) P SCHOOL,ADELAIDE
200200147,EC,ELETHU L/HP SCHOOL,ALICE
200200148,EC,ELIJAH MGIJIMA P SCHOOL,ALICE
200200150,EC,ELUKHANYISWENI SS SCHOOL,ALICE
200200151,EC,ELY L/HP SCHOOL,ALICE
200200153,EC,EMAJWARENI PUBLIC SCHOOL,STUTTERHEIM
200200154,EC,EMDENI JS SCHOOL,ALICE
200200156,EC,EMFUNDWENI SS SCHOOL,PEDDIE
200200157,EC,EMGWALI PUBLIC SCHOOL,STUTTERHEIM
200200158,EC,EMMANGWENI L/HP SCHOOL,KEISKAMMAHOEK
200200159,EC,EMMANUEL JP SCHOOL,ALICE
200200164,EC,ENKWENKWEZINI S SCHOOL,ALICE
200200166,EC,ENTILINI L/HP SCHOOL,KING WILLIAMS tOWN
200100214,EC,EYABANTU SS SCHOOL,FORT BEAUFORT
200200171,EC,EZINGCUKA L/HP SCHOOL,KEISKAMMAHOEK
200200172,EC,FAIRBAIRN L/HP SCHOOL,ALICE
200200174,EC,FENI COMBINED P SCHOOL,PEDDIE
200200176,EC,FESTILE SOGA L/HP SCHOOL,ALICE
200200177,EC,FEZEKA L/HP SCHOOL,PEDDIE
200100942,EC,FORT BEAUFORT P SCHOOL,FORT BEAUFORT
200200975,EC,FORT COX L/HP SCHOOL,KING WILLIAMS TOWN
200600208,EC,FUNDANI HIGH SCHOOL,CATHCART
200200194,EC,GAGA HP SCHOOL,ALICE
200200195,EC,GANDA L/HP SCHOOL,ALICE
200200197,EC,GCATO SS SCHOOL,ALICE
200200198,EC,GCINISA L/HP SCHOOL,PEDDIE
200200201,EC,GEJU S SCHOOL,KEISKAMMAHOEK
